Position;Business Name;Address;Phone Number;Email;Website;Category
686;Candy Club s.r.o.;Kamenice 2, 90201 Pezinok;421948876752;;;E-shopy
687;Technotronic, s.r.o.;Svätoplukova 2712/11, 90201 Pezinok;421911838011;;;Projektanti , projektovanie
688;R - Tek. s.r.o.;Gorkého 2674/12, 90201 Pezinok;421948234150;;;Automobily - servisy
689;IJG s. r. o.;Kuzmányho 686/21, 90201 Pezinok;421911472292;;;Realitné kancelárie
690;Holický Pavol;Svätoplukova 2655/6, 90201 Pezinok;421903432406;pholicky@zoznam.sk;;Automobily - servisy
691;EDEN PARK s.r.o.;Obchodná 18, 90201 Pezinok;421336422781;;;Záhradnícke služby
692;Martin Črep;Muškátova 2563/2, 90201 Pezinok;421940601388;http://www.martincrep.com;http://www.martincrep.com;Fotografi
693;QMS, s.r.o.;Mierová 1754/16, 90201 Pezinok;421903206451;;;Automobily - servisy
694;PRO-ZEMINA s.r.o.;Svätoplukova 10, 90201 Pezinok;421910108298;prozemina@prozemina.sk;http://www.prozemina.sk;Zemné práce
695;ARIAL s.r.o.;SNP 283/1, 90201 Pezinok;421948144049;;;Zámočníctvo , zámočníci
696;Reštaurácia Jägerka;Bratislavská 193/75, 90201 Pezinok;421902359723;;;Reštaurácie
697;Horecká Alena, Ing.;Kollárova 12, 90201 Pezinok;421911651675;;;Fotografické práce
698;BILČÍK spol. s r.o.;Šenkvická 12c, 90201 Pezinok;421336902813;servis@bipk.sk;http://www.bipk.sk;Automobily - servisy
699;AG-EXPERT s.r.o.;Bystrická 2473/4, 90201 Pezinok;421336422417;;;Stavebné poradenstvo
700;KLENOTY H+H;Holubyho 61/29, 90201 Pezinok;421336411163;;;Klenoty , šperky
701;LAHÔDKY U KATKY;Kollárova 136/20, 90201 Pezinok;421336413036;;;Lahôdky , lahôdkarstvo
702;SLOVENSKÉ NÁRODNÉ MÚZEUM;Holubyho 100/14, 90201 Pezinok;421336407607;;;Múzeá
703;BREM - BRUDEROVÁ OĽGA;Jesenského 262/21, 90201 Pezinok;osvetlenie;;;Svietidlá , osvetlenie
704;KVASNOVSKÝ ŠTEFAN MUDr.;Hollého 1078/2, 90201 Pezinok;;;;Interná medicína
705;BEST GAS s.r.o.;Bernolákova 1545/24, 90201 Pezinok;421905411100;;;Obchodná činnosť
706;Veronika kovacicova v-cosmetics;Puškinova 2648/21, 90201 Pezinok;421907106537;;;Kozmetické salóny
707;NOTÁRSKY ÚRAD;M. R. Štefánika 1, 90201 Pezinok;421903800184;;;Notári
708;ĎURKOVIČ - OBCHODNÁ ČINNOSŤ;Kollárova 136/20, 90201 Pezinok;421336404789;;;Obchodná činnosť
709;Peter Rybecký ELEKON;Bratislavská 2549/120, 90201 Pezinok;421244681231;;;Bleskozvody
710;FLORA SLOVAKIA, s.r.o.;Bratislavská 195/79, 90201 Pezinok;421336423294;flora.slovakia@moravoseed.cz;;Záhradníctvo
711;Jozef Vadovič;Za koníčkom 1346/6, 90201 Pezinok;421903248741;;;Zámočníctvo , zámočníci
712;PROREY - Igor Brunovský;Jesenského 2761/14, 90201 Pezinok;421948393650;;;Sprostredkovateľské služby
713;LYŽIARSKY KLUB BABA;Holubyho 102/18, 90201 Pezinok;421336402312;;;Záujmové združenia
714;Babiaková Monika, Ing.;Bernolákova 1527/93, 90201 Pezinok;421915984144;;;Sprostredkovateľské služby
715;RYBÁK COMPANY s.r.o.;Puškinova 2648/21, 90201 Pezinok;421903954747;;;Obchodná činnosť
716;Čižnár Vladimír, Ing.;Mýtna 2524/2, 90201 Pezinok;421903194701;;;Obchodná činnosť
717;REZORT invest, s.r.o.;Moyzesova 1676/16, 90201 Pezinok;421905798888;minarikp@centrum.sk;;Sprostredkovateľské služby
718;Ing. Elena Moťovská;Suvorovova 2622/41, 90201 Pezinok;421905817990;;;Sprostredkovateľské služby
719;BM Building, s.r.o.;Podhorská 4319/9, 90201 Pezinok;421904531849;;;Stavebné poradenstvo
720;SHARK COMPANY, s.r.o.;Nálepkova 2345/18, 90201 Pezinok;421336400797;;;Ekonomické poradenstvo
721;SCT Slovakia s.r.o.;M. R. Štefánika 10, 90201 Pezinok;421948298150;;;Obchodná činnosť
722;MADA - Magdaléna Achbergerová;Svätoplukova 2740/15, 90201 Pezinok;421903939188;;;Účtovnícke poradenstvo
723;LEDIX s.r.o.;Šenkvická cesta 4166/14f, 90201 Pezinok;421903595906;;;Automobily - servisy
724;BARATA ART, spol. s r.o.;Holubyho 90/87, 90201 Pezinok;421336413534;predaj@barata.sk;http://www.barata.sk;Klenoty , šperky
725;Štefan Kanich - AUTODRIVE;Bernolákova 1535/4, 90201 Pezinok;421902330454;http://www.autodrive.sk;http://www.autodrive.sk;Motoristické služby
726;ODEVY, HRAČKY - FIALKA;M. R. Štefánika 26, 90201 Pezinok;421333812317;;;Detský textil
727;H-CONTROL s. r. o.;Mladoboleslavská 1112/1, 90201 Pezinok;421948226006;;;Podnikateľské poradenstvo
728;SUNNY HILL, s.r.o.;Hroznová 4727/15, 90201 Pezinok;421902835012;;;Sprostredkovateľské služby
729;eMKa EKONOMIK, s.r.o.;Svätoplukova 2646/28, 90201 Pezinok;421903186427;;;Účtovnícke poradenstvo
730;Mgr. Dáša Illyová;Šenkvická cesta 14/S, 90201 Pezinok;421948610406;;;Podnikateľské poradenstvo
731;Radko Hudec LUMON;Svätoplukova 2663/4, 90201 Pezinok;421902216618;;;Obchodná činnosť
732;FAJNOVO - Martin Kubov;Hrnčiarska 406/73, 90201 Pezinok;421905916501;akcie@akciefajnovo.sk;http://www.akciefajnovo.sk;Eventové agentúry
733;TES DM, spol. s r.o.;Cajlanská 1858/181, 90201 Pezinok;421905721802;ucto@tesdm.sk;http://www.tesdm.sk;Daňové poradenstvo
734;JOGISE, s.r.o. - SENEC;Puškinova 2648/21, 90201 Pezinok;421336405687;;;Svietidlá , osvetlenie
735;Bozen Invest, s.r.o.;Trnavská 2293/51, 90201 Pezinok;421903907245;http://www.tuft.sk;http://www.tuft.sk;Marketing - poradenstvo
736;BS Šped s.r.o.;Drevárska 1649/23, 90201 Pezinok;421948268811;;;Sprostredkovateľské služby
737;Macková Ľubica, Mgr.;Muškátova 2470/1, 90201 Pezinok;421905972305;;;Podnikateľské poradenstvo
738;FH - HOTIS s.r.o.;Nerudova 1305/15, 90201 Pezinok;421904480380;;;Zberné suroviny
739;PANTHERFIX - Lovas Pavol;M. R. Štefánika 20, 90201 Pezinok;421336413683;http://www.pantherfix.sk;http://www.pantherfix.sk;Stavebná chémia
740;HELIO - PLUS, s.r.o.;Silvánová 2803/5, 90201 Pezinok;421910921033;;;Obchodná činnosť
741;PATRIK M s. r. o.;Rázusova 1472/44, 90201 Pezinok;421911362706;;;Obchodná činnosť
742;Magát Igor, Ing.;Mierová 1738/13, 90201 Pezinok;421904946760;;;Podnikateľské poradenstvo
743;Ing. Ivan Cebro;Holubyho 115/44, 90201 Pezinok;421905413888;;;Obchodná činnosť
744;Naramky-urieknutia.sk;Nerudova 2/C, 90201 Pezinok;421905569843;objednavky@naramky-urieknutia.sk;http://www.naramky-urieknutia.sk;Módny tovar
745;H - PROJEKT s. r. o.;Holubyho 4514/59a, 90201 Pezinok;421903503854;;;Ekonomické poradenstvo
746;Daniela Tesárová TESO;Kupeckého 744/57, 90201 Pezinok;421903268000;;;Obchodná činnosť
747;KYBEKO SK s.r.o.;Hrnčiarska 2787/58, 90201 Pezinok;421336451204;;;Drogérie - veľkoobchod
748;Senka Miroslav A2;Kollárova 4007/14A, 90201 Pezinok;421915115500;office@a2.sk;http://www.a2.sk;Internet - webdizajn
749;Karpatský záhradník s. r. o.;Suvorovova 1630/18, 90201 Pezinok;421910800108;http://www.karpatskyzahradnik.sk;http://www.karpatskyzahradnik.sk;Záhradnícke služby
750;VENTE PROPRIETE, spol. s r.o.;Holubyho 107/28, 90201 Pezinok;421903323934;vente-propriete@vente-propriete.eu;http://www.vente-propriete.eu;Inžinierska činnosť
751;IG group, s. r. o.;Bystrická 2486/30, 90201 Pezinok;421948844888;;;Salóny krásy
752;Šteflovič Karol;Orešie 3357/28, 90203 Pezinok;421336422291;;;Automobily - servisy
753;Balcová Zuzana, Mgr.;Surovová 24, 90201 Pezinok;421902896704;;;Kozmetické salóny
754;BESTFOOD, s.r.o.;1. mája 29/A, 90201 Pezinok;421336423219;sandrock@sandrock.sk;http://www.sandrock.sk;Reštaurácie
755;VIDATCAR, s.r.o.;M. R. Štefánika 32, 90201 Pezinok;421336412342;http://www.jaspark.sk;http://www.jaspark.sk;Obchodné domy
756;Selnekovič Pavel, Ing.;Pod lipou 2982/14, 90201 Pezinok;421336412489;;;Inžinierska činnosť
757;Magic Solutions s.r.o.;Za hradbami 2262/19, 90201 Pezinok;421911599381;;;Účtovnícke poradenstvo
758;RODEKOV Pikulík Roman;Šenkvická cesta 2614/3, 90201 Pezinok;421336451063;;;Kováči a podkúvači
759;IBG Slovensko, s.r.o.;Šenkvická cesta 2164/11, 90201 Pezinok;421336453315;info@ibg.sk;http://www.ibg.sk;Akumulátory , batérie
760;Mr.ŠNICEL;Holubyho 107/28, 90201 Pezinok;;;;Reštaurácie
761;MBM Trade s.r.o.;Radničné námestie 53/1, 90201 Pezinok;421949423638;;;Obchodná činnosť
762;Pro Idea, s. r. o.;L. Novomeského 2699/15, 90201 Pezinok;421903471349;;;Internet - webdizajn
763;VOS Čajkovič Jozef;Dr. Bokesa 2790/24, 90201 Pezinok;421336403039;;;Náradie , elektrické
764;Pavol Polák - Súčiastka;Kapitána Jaroša 2561/25, 90201 Pezinok;421911210096;;;Obchodná činnosť
765;Jozef Bachratý BYDOP;Fraňa Kráľa 486/3, 90201 Pezinok;421903434086;;;Bytové doplnky
766;Fricman Rudolf, Mgr.;M. R. Štefánika 30/20, 90201 Pezinok;421903433178;;;Účtovnícke poradenstvo
767;Martin Dzurek ARSŠTUK;L. Novomeského 2733/26, 90201 Pezinok;421911700699;http://www.martindzurek.sk;http://www.martindzurek.sk;Umelecké remeslá
768;IFNE Slovakia, s.r.o.;Za hradbami 2246/3, 90201 Pezinok;421911727000;;;Personálne poradenstvo
769;Fried Martin, Ing.;Generála Svobodu 2456/14, 90201 Pezinok;421903880484;;;Inžinierska činnosť
770;DIAMOND SHIP s. r. o.;1. Mája 2590/41, 90201 Pezinok;421907735409;;;Obchodná činnosť
771;FOTOATELIÉR Anna Axamitová;Radničné námestie 42/5, 90201 Pezinok;421336412383;;;Fotografické ateliéry
772;Miroslav Žvásta - elektrikárske práce;Gorkého 2674/12, 90201 Pezinok;421902883468;;;Elektrikári
773;Šimovič Milan, Ing.;Za koníčkom 1341/7, 90201 Pezinok;421336413890;;;Rolety , markízy
774;VAF Francisci Vladimír;Sama Chalupku 1401/5, 90201 Pezinok;421903761866;http://www.vaf-vf.sk/;http://www.vaf-vf.sk/;Sklenárstvo
775;Zvárač - Miroslav Axamit;Za hradbami 2258/15, 90201 Pezinok;421903714076;;;Zváracia technika
776;ROZLIČNÝ TOVAR - DUGOVIČOVÁ;L. Novomeského 2723/40, 90201 Pezinok;;;;Rozličný tovar
777;AŽEX PLUS s.r.o.;Za hradbami 2246/3, 90201 Pezinok;421903426557;;;Stavebné inžinierstvo
778;ZÁHRADNÉ ŠTÚDIO, s. r. o.;Suvorovova, 90201 Pezinok;421336401491;;;Záhradníctvo
779;Orlický Daniel, Ing.;Holubyho 115/44, 90201 Pezinok;421337429555;;;Ekonomické poradenstvo
780;INSTAMIK Slovakia, s.r.o.;Myslenická 3001/1, 90201 Pezinok;421336412839;instamik@instamikobchod.sk;http://www.instamikobchod.sk;Kúrenie
781;TK Libri, s. r .o.;M.R.Štefánika 24, 90201 Pezinok;421336411328;;;Kníhkupectvá , kníhkupci
782;POSSEHL ERZKONTOR GMBH;Fajgalská cesta 12, 90201 Pezinok;421336477019;;;Obchodná činnosť
783;UNIVOLT REMAT s.r.o.;Šenkvická cesta 16, 90201 Pezinok;421336451045;;;Obrábanie plastov
784;MALOKARPATSKÁ VINÁRENSKA SPOLOČNOSŤ a.s.;Za dráhou 21, 90201 Pezinok;421336413218;;;Vinárstvo a sadovníctvo
785;Arthur Gilbord s.r.o.;Cajlanská 1829/121, 90201 Pezinok;421944238521;;;Obchodná činnosť
786;VOS Čajkovič Jozef;M. R. Štefánika 35, 90201 Pezinok;421336413379;;;Náradie , elektrické
787;DEMA - ŠPED, s.r.o.;Kollárova 133/14, 90201 Pezinok;421336408228;;;Obchodná činnosť
788;PEDAGOGICKO-PSYCHOLOGICKÁ PORADŇA;Hrnčiarska 449/44, 90201 Pezinok;421336402071;;;Poradenstvo , poradne
789;D.A. CZVEDLER, spol. s r.o.;Radničné Námestie 7, 90201 Pezinok;421336413680;;;Vydavateľstvá
790;SERVIS ELEKTRO - ZDVÍHACIE ZARIADENIA - BAĎURA;Trnavská 2692/71, 90201 Pezinok;;;;Výťahy
791;Horváthová Blanka T I N A;Holubyho 68/43, 90201 Pezinok;421336412492;;;Textil
792;ZUBNÁ AMBULANCIA Jelemenský Ľubomír, MUDr.;Trnavská 1708/2, 90201 Pezinok;421336401156;;;Lekári
793;ĽUD-UM-KER Hanusek Oskar;Cajlanská 1856/177, 90201 Pezinok;421336402533;;;Keramika
794;Mgr. Roman Féder FUNNY FELLOWS;Markušova 2303/7, 90201 Pezinok;421948744771;http://www.funnyfellows.eu;http://www.funnyfellows.eu;Kapely
795;Salón Mary-Len;Holubyho 28, 90201 Pezinok;421904027666;lenkamicunkova@azet.sk;http://www.kozmetika3dmihalnice-pk.sk;Kozmetické salóny
796;Divadelná agentúra PIKI - Katarína Aulitisová;Obrancov mieru 1288/18, 90201 Pezinok;421905976124;http://www.piki.sk;http://www.piki.sk;Divadlá
797;LP SERVIS Puchý Ľudovít, Ing.;Obrancov mieru 2498/36, 90201 Pezinok;421336422563;;;Kovovýroba
798;The MiW s. r. o.;M. R. Štefánika 30/20, 90201 Pezinok;421905166430;office@themiw.sk;http://www.themiw.sk;Informačné systémy
799;Mestské múzeum v Pezinku;M. R. Štefánika 1, 90201 Pezinok;421336412306;prospechova@mestskemuzeumpk.sk;http://www.mestskemuzeumpk.sk;Múzeá
800;U PSEJ MATERE;Fraňa Kráľa 490/11, 90201 Pezinok;421918471396;psiamater@gmail.com;http://www.upsejmatere.sk;Neziskové organizácie
801;EKOS;Myslenická 4460/142, 90203 Pezinok;421336423319;;;Stavebné firmy , spoločnosti
802;BRU - NOR s.r.o.;Limbašská cesta 3218/7, 90203 Pezinok;421336423567;;;Obchodná činnosť
803;Grand Restaurant;Myslenická 2/C, 90201 Pezinok;421948542075;durana@topperclub.sk;http://www.topperclub.sk;Reštaurácie
804;BENJAMIN;Myslenická 4406/167, 90203 Pezinok;421903263616;http://www.preschool.sk;http://www.preschool.sk;Školy materské , jasle
805;Srna Andrej - SRNADESIGN;Muškátova 29, 90201 Pezinok;421914230321;andrej@srnadesign.com;http://andrejsrna.sk;Internet - webdizajn
806;MUDr. Zlatica Laláková - všeobecný lekár;Hollého 1078/2, 90201 Pezinok;421336405249;;;Lekári
807;KiK textile a Non-Food spol. s r.o.;Šenkvická cesta 1000, 90201 Pezinok;421336407938;;;Textil
808;Kvačala Mojmír, MUDr. - PRE AMBULA, s.r.o.;Moyzesova 1666/4, 90201 Pezinok;421336412116;;;Lekári
809;Niké – stávková kancelária;Myslenická 2/C, 90201 Pezinok;nike@nike.sk;nike@nike.sk;http://www.nike.sk;Stávkové kancelárie
810;COOL CLUB - herňa;Myslenická 2/C, 90201 Pezinok;http://www.molo.sk/obchod/20-cool-club-herna;;http://www.molo.sk/obchod/20-cool-club-herna;Herne a kasína
811;TK Libri kníhkupectvo;Myslenická 2/C, 90201 Pezinok;421333214466;pk.molo@tklibri.com;http://www.tklibri.sk;Kníhkupectvá , kníhkupci
812;ZMOP, spol. s r.o.;Myslenická 3162/62, 90203 Pezinok;421911700460;;;Zámočníctvo , zámočníci
813;STANDO - AUTOSERVIS;Orešie 3357/28, 90203 Pezinok;421336400513;;;Automobily - servisy
814;AUTODIELŇA JOKEL;Myslenická 3208/164, 90203 Pezinok;421336422950;;;Automobily - servisy
815;Karol Šteflovič;Orešie 3358/30, 90203 Pezinok;421336422291;;;Automobily - servisy
816;Martin Diviak;Grobská cesta 3, 90203 Pezinok;421903454752;;;Automobily - servisy
817;FaxCopy a.s.;Holubyho 28, 90201 Pezinok;421336413090;pk@faxcopy.sk;http://ocplus.sk/obchod-FaxCopy,6.html#abecedne,6;Tlačiarne , tlačiarenské práce
818;DANAS obchod s mäsom a mäsovými výrobkami;M. R. Štefánika 38/36, 90201 Pezinok;421336412977;;;Mäsiarstva
819;PAPIERNICTVO - PRIEMYSELNÝ TOVAR;Trnavská 1690/7, 90201 Pezinok;421336402246;danka.lysa@gmail.com;;Papiernictvá
820;Perfect Nail & L;Holubyho 82/71, 90201 Pezinok;421905719131;http://www.krasnemihalnice.sk;http://www.krasnemihalnice.sk;Kozmetické salóny
821;Peter Noga -Tepo;Fándlyho 3, 90201 Pezinok;421915304517;tepo@tepo.sk;http://www.tepo.sk;Upratovacie stroje
822;MARŠO- SK spol. s. r. o.;Štúrova 3500/49, 90203 Pezinok;421905649486;marsosk@marsosk.sk;http://www.marsosk.sk;Rodinné domy
823;ADA Fogtová Adina;Myslenická 3095/201, 90203 Pezinok;421336422021;;;Obchodná činnosť
824;FH - HOTIS s.r.o.;Myslenická 3001/1, 90201 Pezinok;421336423660;http://www.hotis.sk/;http://www.hotis.sk/;Zberné suroviny
825;Czinege Juraj - FK;Pri mlyne 5855/2, 90201 Pezinok;421911719275;;;Organizačné poradenstvo
826;W & W - PENZIÓN;1. mája 1234/39, 90201 Pezinok;421336422686;waw@nextra.sk;;Ubytovne , ubytovanie
827;Fiamm Slovakia, s.r.o.;Bratislavská 198/85, 90201 Pezinok;421336407941;akumapezinok@akuma.sk;http://www.akuma.sk;Akumulátory , batérie
828;QUEEN SLOVAKIA s.r.o.;Šenkvická cesta, 90201 Pezinok;421336400561;;;Reklamný tovar
829;WINKLER & WEBER s.r.o.;1. Mája 1234/39, 90201 Pezinok;421336422686;waw@nextra.sk;;Ubytovne , ubytovanie
830;Marek MF, s.r.o.;Dobšinského 971/14, 90201 Pezinok;421905578541;zemnepracemf@gmail.com;;Zemné práce
831;L+L SANDTNER Ladislav Sandtner;Matúškova 3407/6, 90203 Pezinok;421902091430;;;Podlahy
832;Rámovanie a predaj obrazov;Myslenická 2/C, 90201 Pezinok;421903790857;http://www.molo.sk/obchod/41-ramovanie-a-predaj-obrazov;http://www.molo.sk/obchod/41-ramovanie-a-predaj-obrazov;Rámovanie , rámy
833;Centrum Náradia s.r.o.;Obchodná 18, 90201 Pezinok;421336413229;predajna@cnpk.sk;http://www.cnpk.sk;Náradie a nástroje
834;Muráriková Miroslava PhDr.;Kollárova 1, 90201 Pezinok;421905205109;terapeutka@terapeutka.sk;http://www.psycholux.sk;Psychológovia
835;Yaprak döner kebab;Holubyho 31, 90201 Pezinok;421944530358;b.ozkeles@gmail.com;http://yaprakkebappezino.sk;Rýchle občerstvenie
836;Peter Kuna-PKsanita;Kučišdorfská dolina 528, 90201 Pezinok;421948120013;peter.kunik@gmail.com;http://www.pksanita.sk;Inštalatéri
837;CASANTRUCK s.r.o.;Viničnianska 9, Pezinok;421915572481;info@casan.sk;http://www.casantruck.sk/index2.php;Nákladné automobily , autobusy
838;Moncar - František Hajdik;Suvorovova 2626/45, 90201 Pezinok;421911361000;moncar@zoznam.sk;;Autobusová doprava
839;David Rudolf Ing.;Svätoplukova 2753/25, 90201 Pezinok;421944280356;david@zahradna-architektura.com;http://www.zahradna-architektura.com;Záhradníctvo
840;Kozmetika LE-ER;Holubyho 67/41, 90201 Pezinok;421903928421;lettavova.erika@gmail.com;;Kozmetické salóny
841;ICE´S - Pavol Novák;Banícka 2106/47, 90201 Pezinok;421336404685;chladenie@chladenie-novak.sk;http://www.chladenie-novak.sk;Čerpadlá - opravy
842;Zvárač - Miroslav Axamit;Vajanského 582/25, 90201 Pezinok;421336432947;info@zvarac.sk;http://www.zvarac.sk;Náradie , elektrické
843;PALKO MARIÁN, MUDr.;Hollého 1078/2, 90201 Pezinok;421336412106;;;Ortopédia
844;Lukáč Juraj MUDr.;Malacká Cesta 2192/63, 90201 Pezinok;421336482152;;;Ortopédia
845;Saal - Beáta Špirková;Myslenická 1, 90203 Pezinok;421904509859;salon.escape@centrum.sk;;Kozmetické salóny
846;PÔŽIČKY TRIANGEL - František Mókos;Šenkvická cesta, 90201 Pezinok;421336413364;http://www.triangel.sk;http://www.triangel.sk;Pôžičky
847;AUTOSERVIS BULA;Kupeckého 791/50, 90201 Pezinok;421903283308;bas2@stonline.sk;http://www.autoservisbula.eu;Automobily - servisy
848;WOOWDmarket;Drevárska 23, 90201 Pezinok;421949293533;marek.jajcay@woodmarket.sk;http://www.woodmarket.sk;Drevo , palivové
849;SANDROCK, a.s.;1. Mája 29/A, 90201 Pezinok;421317878223;sandrock@sandrock.sk;http://www.sandrock.sk;Piesky , drviny , štrky
850;VŠEOBECNÁ ZDRAVOTNÁ POISŤOVŇA;Moyzesova 1678/2, 90201 Pezinok;421336412444;http://www.vszp.sk;http://www.vszp.sk;Poistenie , poisťovne
851;Zlatníctvo MS & MS;Kollárova 127/13, 90201 Pezinok;421336413032;mariasobolicova@gmail.com;http://www.zlatnictvosobolic.sk/;Klenoty , šperky
852;Dôvera zdravotná poisťovňa, a. s.;Moyzesova 1678/2, 90201 Pezinok;850850850;info@dovera.sk;http://www.dovera.sk;Poistenie , poisťovne
853;Demovič Juraj - SOS87;Bystrická 5, 90201 Pezinok;421911143435;jurajdemo87@gmail.com;;Automobily - služby
854;Projekčná kancelária Gottschall s.r.o.;Mladoboleslavská 1, 90201 Pezinok;421336413547;pk.gottschall@gmail.com;;Statici
855;buckle up, s.r.o.;Šancová 10, 90201 Pezinok;421903900762;info@buckleup.sk;http://www.buckleup.sk;Internet - webdizajn
856;Fun Casino s.r.o.;Bratislavská 198/85, 90201 Pezinok;421911619619;info@funcasino.sk;http://www.funcasino.sk;Herne a kasína
857;URGENT.SK s.r.o.;Myslenická 3001/1E, 90201 Pezinok;421911911511;info@urgent.sk;http://www.urgent.sk;Záchranná služba
858;MAGIC - Rastislav Kopytko;Za hradbami 30/8, Pezinok;421903800256;info@taximagic.sk;;Taxislužba
859;Reštaurácia CARMIN;Kučišfdorská dolina 2239/3, 90201 Pezinok;421336402176;recepcia@carmin.sk;http://www.carmin.sk;Reštaurácie
860;Eurosystemy Group, s.r.o.;Bratislavská 227/54, 90201 Pezinok;421903023526;petrikova@thermoplast.sk;http://www.thermoplast.sk;Inštalatéri
861;SINOP ALFA, s. r. o.;Bratislavská 196/81, 90201 Pezinok;421336422255;sinopalfa@sinopalfa.sk;http://www.sinop.sk;Chladiarenské zariadenia
862;ARS B, s.r.o.;Šenkvická cesta 2162/12/D, 90201 Pezinok;421336400040;arsb@arsb.sk;http://www.arsb.sk;Reklamný tovar
863;Lidl;Okružná 4783, 90201 Pezinok;800005095;hotline@lidl.sk;http://www.lidl.sk;Supermarkety , veľkopredajne
864;Allianz - Slovenská poisťovňa, a.s.;Moyzesova 1678/2, 90201 Pezinok;421336902109;http://www.allianzsp.sk;http://www.allianzsp.sk;Poistenie , poisťovne
865;Isoprim Slovakia, s.r.o.;Suvorovova 1630/18, 90201 Pezinok;421336403127;isoprim@isoprim.sk;http://www.isoprim.sk;Izolácia , tepelná
866;KAMENÁRSTVO PETROVIČ s.r.o.;Myslenická 3012/23, 90203 Pezinok;421336405352;info@kamenarstvo-petrovic.sk;http://www.kamenarstvo-petrovic.sk;Kamenárstvo , kameňosochárstvo
867;Zonder s.r.o.;Mladoboleslavská 1, Pezinok;421905618933;zonder@zonder.sk;http://www.zonder.sk;Chovatelia , potreby pre chovateľov
868;Brašnárstvo KATKA;Holubyho 28, 90201 Pezinok;421907472357;brasnarstvo.katka@gmail.com;http://ocplus.sk/obchod-Brasnarstvo-KATKA,99.html#abecedne,99;Kožené výrobky , odevy
